file_path,dataset,raw_emotion,emotion,actor_id,gender,intensity,vocal_channel,split
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_10/03-01-02-02-01-01-10.wav,ravdess,02,calm,10,female,strong,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_10/03-01-02-01-02-01-10.wav,ravdess,02,calm,10,female,normal,speech,val
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_10/03-01-01-01-02-02-10.wav,ravdess,01,neutral,10,female,normal,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_10/03-01-06-01-02-02-10.wav,ravdess,06,fear,10,female,normal,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_10/03-01-05-01-02-01-10.wav,ravdess,05,angry,10,female,normal,speech,test
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_10/03-01-05-02-01-01-10.wav,ravdess,05,angry,10,female,strong,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_10/03-01-06-02-01-02-10.wav,ravdess,06,fear,10,female,strong,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_10/03-01-04-01-01-02-10.wav,ravdess,04,sad,10,female,normal,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_10/03-01-07-01-01-01-10.wav,ravdess,07,disgust,10,female,normal,speech,test
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_10/03-01-07-02-02-01-10.wav,ravdess,07,disgust,10,female,strong,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_10/03-01-04-02-02-02-10.wav,ravdess,04,sad,10,female,strong,speech,val
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_10/03-01-08-02-02-01-10.wav,ravdess,08,surprise,10,female,strong,speech,val
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_10/03-01-08-01-01-01-10.wav,ravdess,08,surprise,10,female,normal,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_10/03-01-05-01-01-02-10.wav,ravdess,05,angry,10,female,normal,speech,test
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_10/03-01-06-01-01-01-10.wav,ravdess,06,fear,10,female,normal,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_10/03-01-06-02-02-01-10.wav,ravdess,06,fear,10,female,strong,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_10/03-01-05-02-02-02-10.wav,ravdess,05,angry,10,female,strong,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_10/03-01-07-01-02-02-10.wav,ravdess,07,disgust,10,female,normal,speech,val
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_10/03-01-04-01-02-01-10.wav,ravdess,04,sad,10,female,normal,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_10/03-01-04-02-01-01-10.wav,ravdess,04,sad,10,female,strong,speech,val
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_10/03-01-07-02-01-02-10.wav,ravdess,07,disgust,10,female,strong,speech,test
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_10/03-01-08-02-01-02-10.wav,ravdess,08,surprise,10,female,strong,speech,test
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_10/03-01-08-01-02-02-10.wav,ravdess,08,surprise,10,female,normal,speech,val
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_10/03-01-03-02-01-01-10.wav,ravdess,03,happy,10,female,strong,speech,test
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_10/03-01-03-01-02-01-10.wav,ravdess,03,happy,10,female,normal,speech,test
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_10/03-01-02-02-02-02-10.wav,ravdess,02,calm,10,female,strong,speech,val
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_10/03-01-01-01-01-01-10.wav,ravdess,01,neutral,10,female,normal,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_10/03-01-02-01-01-02-10.wav,ravdess,02,calm,10,female,normal,speech,val
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_10/03-01-04-02-02-01-10.wav,ravdess,04,sad,10,female,strong,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_10/03-01-07-02-02-02-10.wav,ravdess,07,disgust,10,female,strong,speech,test
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_10/03-01-07-01-01-02-10.wav,ravdess,07,disgust,10,female,normal,speech,test
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_10/03-01-04-01-01-01-10.wav,ravdess,04,sad,10,female,normal,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_10/03-01-06-02-01-01-10.wav,ravdess,06,fear,10,female,strong,speech,test
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_10/03-01-05-02-01-02-10.wav,ravdess,05,angry,10,female,strong,speech,test
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_10/03-01-05-01-02-02-10.wav,ravdess,05,angry,10,female,normal,speech,val
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_10/03-01-06-01-02-01-10.wav,ravdess,06,fear,10,female,normal,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_10/03-01-08-01-01-02-10.wav,ravdess,08,surprise,10,female,normal,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_10/03-01-08-02-02-02-10.wav,ravdess,08,surprise,10,female,strong,speech,test
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_10/03-01-01-01-02-01-10.wav,ravdess,01,neutral,10,female,normal,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_10/03-01-02-01-02-02-10.wav,ravdess,02,calm,10,female,normal,speech,test
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_10/03-01-02-02-01-02-10.wav,ravdess,02,calm,10,female,strong,speech,test
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_10/03-01-03-01-01-01-10.wav,ravdess,03,happy,10,female,normal,speech,val
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_10/03-01-03-02-02-01-10.wav,ravdess,03,happy,10,female,strong,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_10/03-01-02-01-01-01-10.wav,ravdess,02,calm,10,female,normal,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_10/03-01-01-01-01-02-10.wav,ravdess,01,neutral,10,female,normal,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_10/03-01-02-02-02-01-10.wav,ravdess,02,calm,10,female,strong,speech,val
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_10/03-01-03-01-02-02-10.wav,ravdess,03,happy,10,female,normal,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_10/03-01-03-02-01-02-10.wav,ravdess,03,happy,10,female,strong,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_10/03-01-07-02-01-01-10.wav,ravdess,07,disgust,10,female,strong,speech,test
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_10/03-01-04-02-01-02-10.wav,ravdess,04,sad,10,female,strong,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_10/03-01-04-01-02-02-10.wav,ravdess,04,sad,10,female,normal,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_10/03-01-07-01-02-01-10.wav,ravdess,07,disgust,10,female,normal,speech,val
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_10/03-01-05-02-02-01-10.wav,ravdess,05,angry,10,female,strong,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_10/03-01-06-02-02-02-10.wav,ravdess,06,fear,10,female,strong,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_10/03-01-06-01-01-02-10.wav,ravdess,06,fear,10,female,normal,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_10/03-01-05-01-01-01-10.wav,ravdess,05,angry,10,female,normal,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_10/03-01-08-01-02-01-10.wav,ravdess,08,surprise,10,female,normal,speech,test
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_10/03-01-08-02-01-01-10.wav,ravdess,08,surprise,10,female,strong,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_17/03-01-07-02-02-01-17.wav,ravdess,07,disgust,17,male,strong,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_17/03-01-04-02-02-02-17.wav,ravdess,04,sad,17,male,strong,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_17/03-01-04-01-01-02-17.wav,ravdess,04,sad,17,male,normal,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_17/03-01-07-01-01-01-17.wav,ravdess,07,disgust,17,male,normal,speech,test
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_17/03-01-05-02-01-01-17.wav,ravdess,05,angry,17,male,strong,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_17/03-01-06-02-01-02-17.wav,ravdess,06,fear,17,male,strong,speech,test
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_17/03-01-06-01-02-02-17.wav,ravdess,06,fear,17,male,normal,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_17/03-01-05-01-02-01-17.wav,ravdess,05,angry,17,male,normal,speech,test
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_17/03-01-08-01-01-01-17.wav,ravdess,08,surprise,17,male,normal,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_17/03-01-08-02-02-01-17.wav,ravdess,08,surprise,17,male,strong,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_17/03-01-02-01-02-01-17.wav,ravdess,02,calm,17,male,normal,speech,val
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_17/03-01-01-01-02-02-17.wav,ravdess,01,neutral,17,male,normal,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_17/03-01-02-02-01-01-17.wav,ravdess,02,calm,17,male,strong,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_17/03-01-03-01-01-02-17.wav,ravdess,03,happy,17,male,normal,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_17/03-01-03-02-02-02-17.wav,ravdess,03,happy,17,male,strong,speech,val
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_17/03-01-01-01-01-01-17.wav,ravdess,01,neutral,17,male,normal,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_17/03-01-02-01-01-02-17.wav,ravdess,02,calm,17,male,normal,speech,val
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_17/03-01-02-02-02-02-17.wav,ravdess,02,calm,17,male,strong,speech,val
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_17/03-01-03-01-02-01-17.wav,ravdess,03,happy,17,male,normal,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_17/03-01-03-02-01-01-17.wav,ravdess,03,happy,17,male,strong,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_17/03-01-04-02-01-01-17.wav,ravdess,04,sad,17,male,strong,speech,val
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_17/03-01-07-02-01-02-17.wav,ravdess,07,disgust,17,male,strong,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_17/03-01-07-01-02-02-17.wav,ravdess,07,disgust,17,male,normal,speech,test
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_17/03-01-04-01-02-01-17.wav,ravdess,04,sad,17,male,normal,speech,val
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_17/03-01-06-02-02-01-17.wav,ravdess,06,fear,17,male,strong,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_17/03-01-05-02-02-02-17.wav,ravdess,05,angry,17,male,strong,speech,test
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_17/03-01-05-01-01-02-17.wav,ravdess,05,angry,17,male,normal,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_17/03-01-06-01-01-01-17.wav,ravdess,06,fear,17,male,normal,speech,val
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_17/03-01-08-01-02-02-17.wav,ravdess,08,surprise,17,male,normal,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_17/03-01-08-02-01-02-17.wav,ravdess,08,surprise,17,male,strong,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_17/03-01-03-02-02-01-17.wav,ravdess,03,happy,17,male,strong,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_17/03-01-03-01-01-01-17.wav,ravdess,03,happy,17,male,normal,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_17/03-01-02-02-01-02-17.wav,ravdess,02,calm,17,male,strong,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_17/03-01-01-01-02-01-17.wav,ravdess,01,neutral,17,male,normal,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_17/03-01-02-01-02-02-17.wav,ravdess,02,calm,17,male,normal,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_17/03-01-05-01-02-02-17.wav,ravdess,05,angry,17,male,normal,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_17/03-01-06-01-02-01-17.wav,ravdess,06,fear,17,male,normal,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_17/03-01-06-02-01-01-17.wav,ravdess,06,fear,17,male,strong,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_17/03-01-05-02-01-02-17.wav,ravdess,05,angry,17,male,strong,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_17/03-01-07-01-01-02-17.wav,ravdess,07,disgust,17,male,normal,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_17/03-01-04-01-01-01-17.wav,ravdess,04,sad,17,male,normal,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_17/03-01-04-02-02-01-17.wav,ravdess,04,sad,17,male,strong,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_17/03-01-07-02-02-02-17.wav,ravdess,07,disgust,17,male,strong,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_17/03-01-08-02-02-02-17.wav,ravdess,08,surprise,17,male,strong,speech,val
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_17/03-01-08-01-01-02-17.wav,ravdess,08,surprise,17,male,normal,speech,val
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_17/03-01-06-01-01-02-17.wav,ravdess,06,fear,17,male,normal,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_17/03-01-05-01-01-01-17.wav,ravdess,05,angry,17,male,normal,speech,val
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_17/03-01-05-02-02-01-17.wav,ravdess,05,angry,17,male,strong,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_17/03-01-06-02-02-02-17.wav,ravdess,06,fear,17,male,strong,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_17/03-01-04-01-02-02-17.wav,ravdess,04,sad,17,male,normal,speech,val
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_17/03-01-07-01-02-01-17.wav,ravdess,07,disgust,17,male,normal,speech,val
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_17/03-01-07-02-01-01-17.wav,ravdess,07,disgust,17,male,strong,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_17/03-01-04-02-01-02-17.wav,ravdess,04,sad,17,male,strong,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_17/03-01-08-02-01-01-17.wav,ravdess,08,surprise,17,male,strong,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_17/03-01-08-01-02-01-17.wav,ravdess,08,surprise,17,male,normal,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_17/03-01-03-02-01-02-17.wav,ravdess,03,happy,17,male,strong,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_17/03-01-03-01-02-02-17.wav,ravdess,03,happy,17,male,normal,speech,val
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_17/03-01-02-02-02-01-17.wav,ravdess,02,calm,17,male,strong,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_17/03-01-02-01-01-01-17.wav,ravdess,02,calm,17,male,normal,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_17/03-01-01-01-01-02-17.wav,ravdess,01,neutral,17,male,normal,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_04/03-01-03-02-02-02-04.wav,ravdess,03,happy,4,female,strong,speech,val
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_04/03-01-03-01-01-02-04.wav,ravdess,03,happy,4,female,normal,speech,test
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_04/03-01-02-02-01-01-04.wav,ravdess,02,calm,4,female,strong,speech,val
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_04/03-01-01-01-02-02-04.wav,ravdess,01,neutral,4,female,normal,speech,test
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_04/03-01-02-01-02-01-04.wav,ravdess,02,calm,4,female,normal,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_04/03-01-05-01-02-01-04.wav,ravdess,05,angry,4,female,normal,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_04/03-01-06-01-02-02-04.wav,ravdess,06,fear,4,female,normal,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_04/03-01-06-02-01-02-04.wav,ravdess,06,fear,4,female,strong,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_04/03-01-05-02-01-01-04.wav,ravdess,05,angry,4,female,strong,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_04/03-01-07-01-01-01-04.wav,ravdess,07,disgust,4,female,normal,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_04/03-01-04-01-01-02-04.wav,ravdess,04,sad,4,female,normal,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_04/03-01-04-02-02-02-04.wav,ravdess,04,sad,4,female,strong,speech,test
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_04/03-01-07-02-02-01-04.wav,ravdess,07,disgust,4,female,strong,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_04/03-01-08-02-02-01-04.wav,ravdess,08,surprise,4,female,strong,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_04/03-01-08-01-01-01-04.wav,ravdess,08,surprise,4,female,normal,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_04/03-01-06-01-01-01-04.wav,ravdess,06,fear,4,female,normal,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_04/03-01-05-01-01-02-04.wav,ravdess,05,angry,4,female,normal,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_04/03-01-05-02-02-02-04.wav,ravdess,05,angry,4,female,strong,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_04/03-01-06-02-02-01-04.wav,ravdess,06,fear,4,female,strong,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_04/03-01-04-01-02-01-04.wav,ravdess,04,sad,4,female,normal,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_04/03-01-07-01-02-02-04.wav,ravdess,07,disgust,4,female,normal,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_04/03-01-07-02-01-02-04.wav,ravdess,07,disgust,4,female,strong,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_04/03-01-04-02-01-01-04.wav,ravdess,04,sad,4,female,strong,speech,test
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_04/03-01-08-02-01-02-04.wav,ravdess,08,surprise,4,female,strong,speech,test
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_04/03-01-08-01-02-02-04.wav,ravdess,08,surprise,4,female,normal,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_04/03-01-03-02-01-01-04.wav,ravdess,03,happy,4,female,strong,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_04/03-01-03-01-02-01-04.wav,ravdess,03,happy,4,female,normal,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_04/03-01-02-02-02-02-04.wav,ravdess,02,calm,4,female,strong,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_04/03-01-02-01-01-02-04.wav,ravdess,02,calm,4,female,normal,speech,test
